,All,ID,Testing Type,Year,Test No,Asker,Section,Customer,Engine,Emission,SAP No,PEP Phase,Ratio,Cylinder,Duty,System Pressure,Injector  Type,Flow Rate,Needle Lift,Injector PN,Nozzle PN,Rail Type,Volume,PRT,RIT,"w/ PLV 
or PCV",Rail_PN,SN,Pump Type,Pump PN,SN2,HPP P2R,HPP R2I,ECU Type,TB Dataset,Tester,TB,EMI,Start Date,Finish Date,Actual Effort,Mounting,Testing,Idle,Downtime,Description,Remarks,Pressure sensor,Flowmeter,HDA ,EVI,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249
872,,873.0,HPC verification,2014,2014/057,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Li Guoning,H1903,EMI2-2115,2014-06-23 00:00:00,2014-07-04 00:00:00,80,6.5,35.5,38,0,PLV function verification,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,874.0,SW function investigation,2014,2014/059,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-04,WORK, ,0,,,Others,,0.0,PN: B 445 122 447-00,,HFR,0,,,,,,,,,750x8x3.5,500x8x3.5,CV44/54,,Peng Tiezhu,H1906,,2014-06-26 00:00:00,2014-07-16 00:00:00,128,24,104,0,0,AMC verification for CPN2-20,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,875.0,ET-MAP,2012,2012/033,Chen Zhujun,ESD2,Weichai ,Weichai,CN4/EU4,30-105991-02-01,WISH, 0.5,4,PC,1600.0,CRI2-16,380/400,0.85,no part number,380,HFR,15,no,0.85,,B 445 514 023,027746,CP1H,0 445 010 159,00218,546*6.35*3.0,295*6.35*3.0,EDC17C04_6.90,P723V41,Liu Chao,H1906,,2012-04-26 00:00:00,2012-05-07 00:00:00,55,16.5,26.5,12,0,preparation for for TEO application,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,876.0,QWC,2008,2008/025,Liu ying,ESD4,JMC,N350,CN4/EU4,30-101203,,1/2,4,PC,1600.0,CRI2-16,320,0.85,B118 353_01,B433 204 095,HFR,15,-,0.85,,B445 514 009,,CP1H-16/3,0445 010 159,,546x6.35x3.0,296x6.35x3.0,EDC16C39,C452_V50,Jia wenchao,H1902,EMI2-1813,2008.05.21,2008.06.07,95,12,83,0,0,C-Sample; PiI-MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,877.0,HPC verification,2014,2014/061,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Liu Chao,H1903,,2014-07-07 00:00:00,2014-07-18 00:00:00,70.5,4.5,66,,,Peak pressure measurement verification with CP4.1,2 small OPL and 1 big OPL of comparison with CRS2-20OHW,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,878.0,Injection rate measurement,2014,2014/062,Xu Ying,ESD2,Weichai ,WP12 SCR,CN4/EU4,30-104579-02-02,WORK, 0.5,6,HD,1600.0,CRIN2-16,30,0.3,0 445 120 266,880cm3,HFR,44,1.1,1.1,,,,CPN2-16/2-BL+,,,375x8.0x3.5,300x8.0x3.5,EDC17CV44-5.03,P772V30,Qiang Min,H1907,,2014-07-07 00:00:00,2014-07-22 00:00:00,80,19,61,0,0,Injection rate measurement,Effort is confirmed to 30-104579-02-02,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,879.0,Injection rate measurement,2014,2014/062,Xu Ying,ESD2,Weichai ,WP12 SCR,CN4/EU4,30-104579-02-02,WORK, 0.5,6,HD,1600.0,CRIN2-16,30,0.3,0 445 120 265,840cm3,HFR,44,1.1,1.1,,,,CPN2-16/2-BL+,,,375x8.0x3.5,300x8.0x3.5,EDC17CV44-5.03,P772V30,Qiang Min,H1907,,2014-07-07 00:00:00,2014-07-22 00:00:00,80,19,61,0,0,Injection rate measurement,Effort is confirmed to 30-104579-02-02,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,880.0,Injection rate measurement,2014,2014/063,Xu Ying,ESD2,Weichai ,WD10,Eu3,30-104579-02-02,WORK, 0.5,6,HD,1600.0,CRIN2-16,30,0.3,0 445 120 224,790cm3,HFR,44,1.1,1.1,,,,CPN2-16/2-BL,,,404x8.0x3.5,414x8.0x3.5,EDC17CV44-5.03,P772V30,Qiang Min,H1904,,2014-07-07 00:00:00,2014-07-23 00:00:00,80,19,61,0,0,Injection rate measurement,Effort is confirmed to 30-104579-02-02,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,881.0,Injection rate measurement,2014,2014/063,Xu Ying,ESD2,Weichai ,WD10,Eu3,30-104579-02-02,WORK, 0.5,6,HD,1600.0,CRIN2-16,30,0.3,0 445 120 213,685cm3,HFR,44,1.1,1.1,,,,CPN2-16/2-BL,,,404x8.0x3.5,414x8.0x3.5,EDC17CV44-5.03,P772V30,Qiang Min,H1904,,2014-07-07 00:00:00,2014-07-23 00:00:00,80,19,61,0,0,Injection rate measurement,Effort is confirmed to 30-104579-02-02,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,882.0,LPC verification,2014,2014/058,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-04,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Peng Tiezhu,H1906,EMI2-2115,2014-07-16 00:00:00,2014-07-18 00:00:00,24,Error,Error,24,,Air investigation for CPN2-20,Test requirement changes,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,,883.0,ET-MAP,2014,2014/066,Ji Jun,COS,JMC ,4D24,CN5/EU5/EU5,30-108020-08-03,PLAN, 0.5,4,LD,1800.0,CRI1-18,805,0.87,B445112603,B433210322,HRF,14,no,0.85,,,,CP1H-18/3,,,607.5x6.35x3.0,166.5x6.35x3.0,EDC17C55-1.9,P978V40,Zhang Zhijie/Qiang Min,H1908,EMI2-1795,2014-07-15 00:00:00,2014-07-29 00:00:00,25.5,10,15.5,0,0,B-sample; nozzle definition/first firing,Injector has been delayed,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,,884.0,ET-MAP,2014,2014/066,Ji Jun,COS,JMC ,4D24,CN5/EU5/EU5,30-108020-08-03,PLAN, 0.5,4,LD,1800.0,CRI1-18,725.5,0.87,B445112601,B433210320,HRF,14,no,0.85,,,,CP1H-18/3,,,607.5x6.35x3.0,166.5x6.35x3.0,EDC17C55-1.9,P978V40,Zhang Zhijie/Qiang Min,H1908,EMI2-1795,2014-07-15 00:00:00,2014-07-29 00:00:00,25.5,10,15.5,0,0,B-sample; nozzle definition/first firing,Injector has been delayed,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,,885.0,ET-MAP,2014,2014/066,Ji Jun,COS,JMC ,4D24,CN5/EU5/EU5,30-108020-08-03,PLAN, 0.5,4,LD,1800.0,CRI1-18,765,0.87,B445112602,B433210321,HRF,14,no,0.85,,,,CP1H-18/3,,,607.5x6.35x3.0,166.5x6.35x3.0,EDC17C55-1.9,P978V40,Zhang Zhijie/Qiang Min,H1908,EMI2-1795,2014-07-15 00:00:00,2014-07-29 00:00:00,25.5,10,15.5,0,0,B-sample; nozzle definition/first firing,Injector has been delayed,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,886.0,Injection investigation,2014,2014/067,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, 2/3,0,,,"CRI1-18, CRI2-16",,,B 112 483,,HFR,0,,,,"no PN, the ones for CRS1",18,CP1H-18/3,,,450x6.35x3.0,300x6.35x3.0,EDC17C63-2.2,P1257V26T,Feng Shuai,H1902,,2014-07-15 00:00:00,2014-08-01 00:00:00,120,21,67,32,,Quantity wave caused by short rail and injection tolerance caused by nozzle comparison,QW for short rail and Injection tolerance for nozzle,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,887.0,HPC verification,2014,2014/068,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Peng Tiezhu,H1906,EMI2-2115,2014-07-18 00:00:00,2014-07-28 00:00:00,55,14,41,0,,Flow rate investigation on PLV 5-20 B-sample,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,,888.0,HPC verification,2014,2014/070,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Liu Chao,H1903,EMI2-2115,2014-07-21 00:00:00,2014-08-15 00:00:00,145.5,12.5,133,,,Peak pressure measurement for CP4.1 (compared with CRS2-20OHW),OPL for comparison with CRS2-20OHW,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,889.0,HPC verification,2014,2014/071,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, 0.5,0,,,CRI1-18,,,B 112 483,,HFR,0,,,,,,CB18-18,,,6.35x3x450,6.35x3x300,EDC17C63,P_1257_V26T_Chery,Tang zhongji,H1904,,2014-07-24 00:00:00,2014-08-05 00:00:00,72,14,58,0,0,Peak pressure measurement for CB18-18 B-sample,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,890.0,Injection investigation,2014,2014/072,Li Guoning,ESD1,Plant support,Activity Project,,30-110013-13-01,WORK, 0.5,6,HD,1600.0,CRIN2-16,,0.3,0 445 210 310,,LWR,26.5,1.1,1.1,,,,CPN2-16/2+,,,610x8.0x4.0,570x8.0x4.0,EDC17CV44-5.03,P722V731,Qiang Min,H1907,EMI2-1794,2014-07-28 00:00:00,2014-07-31 00:00:00,31,10,21,0,0,Injector backflow investigation,,Nr.895, - ,,EVI-120531M13130&L2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,891.0,LPC verification,2014,2014/058,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-04,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Peng Tiezhu,H1906,EMI2-2115,2014-07-28 00:00:00,2014-08-14 00:00:00,24,Error,Error,24,,Air investigation for CPN2-20,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,892.0,RPG Calibration,2014,2014/073,Zhang Jian,ESD3,JMC ,4D24,CN5/EU5/EU5,30-108020-08-03,PLAN, 0.5,4,LD,1800.0,CRI1-18,725.5,0.87,B445112601,B433210320,HRF,14,no,0.85,,,,CP1H-18/3,,,607.5x6.35x3.0,166.5x6.35x3.0,EDC17C55-1.9,P723V41,Qiang Min,H1908,EMI2-1795,2014-07-30 00:00:00,2014-08-07 00:00:00,33.5,3.5,11,15,4,RPG calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,893.0,Injection investigation,2014,2014/064,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK," ,3/2",0,,,CRI1-18,,0.0,B 445 112 564,,short rail,0,,,,",-",",-",CP1H-18/3,,,450x6.35x3.0,300x6.35x3.0,EDC17C63,P1257V26T,Feng Shuai,H1902,,2014-08-04 00:00:00,2014-09-03 00:00:00,16,12,4,,,Injection sensitivity investigation with CRI1-18 B-sample,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,894.0,HPC verification,2014,2014/076,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, 1/2/2014,0,,,CRI1-18 A sample,,,,,HFR,0,,,,,,CB18-18 B sample,,,,,EDC17C63,,Tang zhongji,H1904,,2014-08-05 00:00:00,2014-08-12 00:00:00,40,8,32,0,0,Peak pressure measurement for CB18-18 B-sample with normal rail (Spot check),,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,895.0,Function investigation,2014,2014/077,Li Qianyi,ESD2,Weichai , WP7_Eu6,CN6/EU6,30-103673-06-01,WORK, 1.5,0,HD,,CRIN3-25,,,,,HFR,0,,,,,,CP4N-25,0 445 B20 395,01,9.0*3.6*560,8.0*4.0*480,EDC17CV41,CRS17CV_STDTB_1_1_0,Li Guoning/Liu Chao,H1907,EMI2-2115,2014-08-07 00:00:00,2014-08-13 00:00:00,40,14,26,0,0,BSA investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,896.0,Injection investigation,2008,2008/029,Dong mingzhe,ESD4,JMC,N350,CN4/EU4,30-101203,,1/2,4,PC,1600.0,CRI2-16,,,B118 353_01,,HFR,,,,,B445 514 009,,CP1H-16/3,0445 010 159,,546x6.35x3.0,296x6.35x3.0,EDC16C39,,Jia wenchao,H1904,EMI2-1813,2008.06.18,2008.06.20,34,5,29,0,0,Min. pilot injection calculation,,4067A2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,897.0,Function investigation,2014,2014/079,Li Qianyi,ESD2,Weichai , WP7_Eu6,CN6/EU6,30-103673-06-01,WORK, 1.5,0,HD,,CRIN3-25,,,,,HFR,0,,,,,,CP4N-25,0 445 B20 395,01,9.0*3.6*560,8.0*4.0*480,EDC17CV41,CRS17CV_STDTB_1_1_0,Li Guoning/Liu Chao,H1907,EMI2-2115,2014-08-14 00:00:00,2014-08-22 00:00:00,56,14,42,0,0,ELH investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,898.0,LPC verification,2014,2014/080,Zhou Bin,ESD1,Support CPN,Activity Project,-,30-110023-14-01,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Peng Tiezhu,H1904,EMI2-2115,2014-08-14 00:00:00,2014-08-26 00:00:00,Error,Error,Error,,,Free air measurement,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,899.0,HPC verification,2014,2014/081,Chen Ying,ESD1,CRSN3-20BL,Platform project,-,30-065080-07-03,WORK, 0.5,0,,,CRIN3-20BL,,,,,HFR,0,,,,,,CPN2-20,0445B80001,00,750x8.0x3.5,500x8.0x3.5,EDC17CV44,,Liu Chao,H1906,,2014-08-15 00:00:00,2014-08-22 00:00:00,37.5,6.5,28,,,PLV5-20 investigation,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
